
This is storm data analysis for Atlantic
     Storm_ID            name            distance     storm propagation  max propagation     storm energy    max surface area 
     AL101998           JEANNE          7434073.66        140265.54          51697.15           326.34              0         
     AL111998            KARL           5728766.7         229150.67          76779.21           165.69              0         
     AL121998            LISA           4993526.27        249676.31         127649.84           135.38              0         
     AL131998           MITCH          11951863.05         155219.0         127649.84           504.03              0         
     AL141998           NICOLE          5241185.56        154152.52          74378.17           232.03              0         
     AL011999           ARLENE          1396466.54         55858.66          49593.03           153.13              0         
     AL021999          UNNAMED          249770.65          83256.88          23789.46           15.47               0         
     AL031999            BRET           1546667.24         61866.69          16700.27           161.09              0         
     AL041999           CINDY           6323051.91        126461.04          53358.44           319.32              0         
     AL051999           DENNIS          4814537.61         74069.81          53358.44           395.45              0         
     AL061999           EMILY           1531544.93         90090.88          25840.6            107.27              0         
     AL071999          UNNAMED          464751.16          66393.02          25840.6            43.84               0         
     AL081999           FLOYD           7626849.79         155650.0          57913.47           315.7               0         
     AL091999            GERT           6968642.23        145180.05          57913.47           308.56              0         
     AL101999           HARVEY          1129009.16         86846.86          51637.67           89.01               0         
     AL111999          UNNAMED          487169.31          54129.92          51637.67            54.0               0         
     AL121999          UNNAMED          514081.34          46734.67          24085.71           63.47               0         
     AL131999           IRENE           5625964.49        170483.77         143136.66           237.01              0         
     AL141999            JOSE           4667326.56        141434.14          69627.14           218.37              0         
     AL151999          KATRINA          1516303.84        101086.92          69627.14           85.85               0         
     AL161999           LENNY           3387072.0          89133.47          29215.29           240.43              0         
     AL012000          UNNAMED          104952.57          34984.19          17600.39            18.0               0         
     AL022000          UNNAMED          2030125.57        184556.87          45668.92           67.84               0         
     AL032000          ALBERTO         13528692.82        157310.38          72058.01           535.52              0         
     AL042000          UNNAMED          826731.07          68894.26          58011.6            69.47               0         
     AL052000           BERYL           711397.12          88924.64          20927.96           50.28               0         
     AL062000           CHRIS           1019202.6         127400.32          26369.69           48.22               0         
     AL072000           DEBBY           3619531.04        164524.14          41490.7            139.85              0         
     AL082000          ERNESTO          1487532.49        165281.39          33282.39           59.67               0         
     AL092000          UNNAMED          286098.21          57219.64          26851.48           31.84               0         
     AL102000          FLORENCE         3236279.33         115581.4          61649.07           193.53              0         
     AL112000           GORDON          3812641.8         136165.78          61649.07           186.82              0         
     AL122000           HELENE          8316766.81        202847.97          101540.0           281.61              0         
     AL132000           ISAAC           9916123.59         194433.8          96143.56           324.81              0         
     AL142000           JOYCE           3917818.34        145104.38          76558.86           170.95              0         
     AL152000           KEITH           2186319.11         64303.5           25419.92           241.09              0         
     AL162000           LESLIE          6635236.84        265409.47          79573.59           166.95              0         
     AL172000          MICHAEL          3275383.0         155970.62          88770.23           146.39              0         
     AL182000           NADINE          1889503.34        157458.61          47178.44           83.18               0         
     AL192000          UNNAMED          3224291.84        169699.57          62286.15           124.13              0         
     AL012001          ALLISON          4592822.67         82014.69          51036.82           352.9               0         
     AL022001          UNNAMED          739772.25         184943.06          51036.82            24.0               0         
     AL032001           BARRY           1745448.09         72727.0           30993.69           152.65              0         
     AL042001          CHANTAL          6057109.46        189284.67          61939.29           203.71              0         
     AL052001            DEAN           5100556.19        182162.72          61424.72           178.8               0         
     AL062001            ERIN           8883070.04         145624.1          61424.72           401.04              0         
     AL072001           FELIX           5306470.69        117921.57          48894.59           277.61              0         
     AL082001         GABRIELLE         6150283.35        153757.08          61462.66           264.47              0         
     AL092001          UNNAMED          367082.06         122360.69          31761.85           15.47               0         
     AL102001          HUMBERTO         3387463.04        135498.52          52351.64           174.26              0         
     AL112001            IRIS           3716611.57         176981.5          43494.68           154.43              0         
     AL122001           JERRY           1750031.86        194447.98          37106.45            60.4               0         
     AL132001           KAREN           2576105.12        143116.95          79092.77           121.12              0         
     AL142001          LORENZO          2106913.48         140460.9          79092.77           93.53               0         
     AL152001          MICHELLE         3053912.66         89820.96          58482.78           224.63              0         
     AL162001            NOEL           1262674.59         114788.6          58482.78           69.48               0         
     AL172001            OLGA           4237242.25         92113.96          37635.44           300.19              0         
     AL012002           ARTHUR          4233268.19        222803.59          64792.93           121.12              0         
     AL022002           BERTHA          1212558.07         55116.28          19811.2            143.27              0         
     AL032002         CRISTOBAL         758727.62          63227.3           37921.13           81.03               0         
     AL042002           DOLLY           3351969.97         134078.8          38468.88           152.2               0         
     AL052002          EDOUARD          1089921.56         54496.08          21551.38           127.59              0         
     AL062002            FAY            1111618.08         50528.09          26244.83           126.66              0         
     AL072002          UNNAMED          389171.51          97292.88          18680.44           21.47               0         
     AL082002           GUSTAV          4918902.53        169617.33          75916.36           177.17              0         
     AL092002           HANNA           1186671.54         74166.97          28205.8            98.33               0         
     AL102002          ISIDORE          6451534.07        119472.85          92714.34           349.57              0         
     AL112002         JOSEPHINE         1347293.13        168411.64          60633.54           63.02               0         
     AL122002            KYLE           6696003.23         75235.99          60633.54           563.3               0         
     AL132002            LILI           6622101.78        118251.82          47600.11           360.25              0         
     AL142002          UNNAMED          733746.23          73374.62          47600.11           57.47               0         
     AL012003            ANA            5574339.01        146693.13          57366.2            238.13              0         
     AL022003          UNNAMED          560430.27         186810.09          53373.15            18.0               0         
     AL032003            BILL           2558471.58        127923.58          39974.25           134.2               0         
     AL042003         CLAUDETTE         6356996.06        144477.18          50908.72           279.46              0         
     AL052003           DANNY           4658347.31        108333.66          35734.21           264.2               0         
     AL062003          UNNAMED          1518945.95        216992.28          41594.51            42.0               0         
     AL072003          UNNAMED          503220.76          83870.13          41594.51           31.44               0         
     AL082003           ERIKA           1726139.46        172613.95          43355.85           64.26               0         
     AL092003          UNNAMED          346494.39         115498.13          23674.44            18.0               0         
     AL102003           FABIAN          9142779.92        175822.69          79690.58           331.16              0         
     AL112003           GRACE           1360789.21         113399.1          40766.9            64.38               0         
     AL122003           HENRI           1509179.17         71865.67          27152.48           137.18              0         
     AL132003           ISABEL          7128961.97        125069.51          75963.7            352.89              0         
     AL142003          UNNAMED          754746.75          83860.75          75963.7            55.84               0         
     AL152003            JUAN           2506079.15         119337.1          72544.57           146.0               0         
     AL162003            KATE          10292172.58        180564.43          91824.35           361.18              0         
     AL172003           LARRY           1807509.01         44085.59          56951.96           260.94              0         
     AL182003           MINDY           1279086.29         98391.25          24249.15           71.27               0         
     AL192003          NICHOLAS         7838260.23         99218.48          37266.97           492.43              0         
     AL202003           ODETTE          3673471.83        166975.99          60723.99           142.35              0         
     AL212003           PETER           1931567.13        137969.08          60723.99           85.22               0         
     AL012004            ALEX           4581140.46        190880.85          87218.78           162.85           3691.37      
     AL022004           BONNIE          6632335.43        154240.36          61058.78           268.51              0         
     AL032004          CHARLEY          5312024.79        183173.27          55411.92           191.96           2847.07      
     AL042004          DANIELLE         4747252.84        105494.51          51978.24           273.42           1610.07      
     AL052004            EARL           1914587.86        239323.48          45769.02            55.1               0         
     AL062004          FRANCES          8518635.51         115116.7          53215.22           458.96           14883.3      
     AL072004           GASTON          4993932.32        184960.46          79944.4            183.15              0         
     AL082004          HERMINE          1904864.57        126990.97          42578.77           97.95               0         
     AL092004            IVAN          12377257.89        133088.79          42717.73           612.9            21794.8      
     AL102004          UNNAMED          1235905.52        102992.13          31671.82           70.91               0         
     AL112004           JEANNE          5889505.26         86610.37          52414.88           449.13           10445.8      
     AL122004            KARL           9432938.02        200700.81          93940.07           295.31           14844.03     
     AL132004            LISA           6117839.62        113293.33          48103.92           351.79              0         
     AL142004          MATTHEW          1309858.58        109154.88          42047.01            69.8               0         
     AL152004           NICOLE          1191469.77        170209.97          50077.17           44.54               0         
     AL162004            OTTO           2688793.0          70757.71          50077.17           225.58              0         
     AL012005           ARLENE          3605934.85        144237.39          50843.32           156.37              0         
     AL022005            BRET           418878.05          69813.01          50843.32           35.71               0         
     AL032005           CINDY           4810579.55        145775.14          41444.8            209.0               0         
     AL042005           DENNIS          6075185.45        104744.58          32119.14           364.11           4358.96      
     AL052005           EMILY           6553788.15        148949.73          33357.77           293.07           6243.92      
     AL062005          FRANKLIN         4224721.0         114181.65          44623.65           236.43              0         
     AL072005            GERT           976619.58         122077.45          40953.31           49.93               0         
     AL082005           HARVEY          4635354.75        103007.88          35481.19           274.56              0         
     AL092005           IRENE           6991021.69        127109.49          72801.62           351.62           1335.18      
     AL102005            TEN            1935137.2          96756.86          72801.62           121.84              0         
     AL112005            JOSE           340896.03          68179.21          22451.73           34.76               0         
     AL122005          KATRINA          3386135.58        102610.17          44259.58           211.87           21048.67     
     AL132005            LEE            3349928.21        133997.13          44259.58           155.94              0         
     AL142005           MARIA           7553347.43        151066.95          84369.58           315.18           13253.59     
     AL152005            NATE           4494941.87        160533.64          84369.58           177.74           7068.58      
     AL162005          OPHELIA          8658198.2         127326.44          55053.8            421.51           4594.58      
     AL172005          PHILIPPE         2636079.29         97632.57          46682.44           165.15              0         
     AL182005            RITA           3970971.72        113456.33          55472.98           225.97           14510.23     
     AL192005          NINETEEN         625903.72          78237.97          55472.98           49.84               0         
     AL202005            STAN           1362702.91         85168.93          24357.23           112.82            706.86      
     AL212005          UNNAMED          1405202.16        234200.36          48310.44           44.49               0         
     AL222005           TAMMY           962061.79         120257.72          48310.44           37.58               0         
     AL232005         TWENTY-TWO        2870166.37        110391.01          34708.83           160.12              0         
     AL242005           VINCE           1454409.31        103886.38          40155.18           83.83             706.86      
     AL252005           WILMA           5583564.9         118799.25          93576.16           318.98           16454.09     
     AL262005           ALPHA           1681330.68        168133.07          58136.34           64.88               0         
     AL272005            BETA           798661.37          46980.08          58136.34           118.42            706.86      
     AL282005           GAMMA           3101250.12         96914.07          41316.19           195.66              0         
     AL292005           DELTA           6507697.87        158724.34          99649.25           263.08              0         
     AL302005          EPSILON          4001415.4          95271.8           99649.25           248.18           1767.15      
     AL312005            ZETA           2462443.81         70355.54          37392.22           215.05              0         
     AL012006          ALBERTO          8289239.27        224033.49          80147.41           238.93              0         
     AL022006          UNNAMED          2320168.26        193347.35          45614.4            74.25               0         
     AL032006           BERYL           2431749.01        143044.06          52757.77           106.59              0         
     AL042006           CHRIS           2614994.57        118863.39          49856.06           128.64              0         
     AL052006           DEBBY           3867653.26        154706.13          32524.66           150.51              0         
     AL062006          ERNESTO          5100839.8         110887.82          33774.85           291.04              0         
     AL072006          FLORENCE        10012905.03        164145.98          51302.17           383.16           14137.17     
     AL082006           GORDON          9724888.95        173658.73          88912.73           349.79           2905.97      
     AL092006           HELENE          9815570.93         160911.0          61309.61           382.21           10072.73     
     AL102006           ISAAC           3303120.48        143613.93          64824.94           147.26           2375.83      
     AL012007           ANDREA          2543343.72         84778.12          40226.09           181.86              0         
     AL022007           BARRY           3800537.31        165240.75          55249.03           151.71              0         
     AL032007          CHANTAL          5372234.82        244192.49         106145.51           142.6               0         
     AL042007            DEAN           7614757.81         185725.8          42034.77           271.83           6597.34      
     AL052007            ERIN           2181024.22        109051.21          29555.13           159.11              0         
     AL062007           FELIX           4127698.53        152877.72          36214.99           185.51           3004.15      
     AL072007         GABRIELLE         1611590.6         115113.61          30646.21           82.87               0         
     AL082007           INGRID          2124978.25         84999.13          30646.21           151.19              0         
     AL092007          HUMBERTO         805466.75          80546.68          20374.3            80.05               0         
     AL102007            TEN            293419.63          97806.54          18090.14           12.54               0         
     AL112007           JERRY           651029.13          93004.16          35778.59           43.31               0         
     AL122007           KAREN           2226284.76        123682.49          35778.59           116.1            2140.21      
     AL132007          LORENZO          673076.09          51775.08          29919.63           97.54             785.4       
     AL142007          MELISSA          3244753.19        108158.44          27183.44           184.85              0         
     AL152007          FIFTEEN          3594129.56        143765.18          56967.06           159.08              0         
     AL162007            NOEL           7748572.35        140883.13          76351.01           361.51           17671.46     
     AL172007            OLGA           3481472.18        145061.34          42833.86           142.07              0         
     AL012008           ARTHUR          420157.46          46684.16          41186.58           50.23               0         
     AL022008           BERTHA          9956721.33        136393.44          75076.96           461.13           4064.44      
     AL032008         CRISTOBAL         2415453.32        142085.49          75076.96           118.53              0         
     AL042008           DOLLY           3035275.38        101175.85          47471.63           177.96           1649.34      
     AL052008          EDOUARD          1254074.82         96467.29          25430.08           89.92               0         
     AL062008            FAY            4356128.43         73832.69          30350.37           352.21              0         
     AL072008           GUSTAV          5309104.53        108349.07          48662.25           329.61           8639.38      
     AL082008           HANNA           6667781.83        138912.12          66762.5            301.2            2513.27      
     AL092008            IKE            9400826.73        154111.91          96492.17           395.67           23110.34     
     AL102008         JOSEPHINE         3543606.15        110737.69          59655.49           193.77              0         
     AL112008            KYLE           3355053.62        152502.44          45899.05           135.81           9758.57      
     AL122008           LAURA           4783974.24        144968.92          57832.5            207.88           36756.63     
     AL132008           MARCO           577944.66          82563.52          56541.38           57.27               0         
     AL142008            NANA           1468779.25        112983.02          31758.05           73.85               0         
     AL152008            OMAR           4022444.93        129756.29          56694.45           201.18           1865.32      
     AL162008          SIXTEEN          338732.98          48390.43          16384.88            42.0               0         
     AL172008           PALOMA          2759802.12         78851.49          39097.34           229.09            981.75      
     AL012009            ONE            2053125.53        146651.82          39097.34           85.84               0         
     AL022009            ANA            3333995.63        133359.83          39559.28           158.82              0         
     AL032009            BILL          10044390.11        223208.67          74663.3            283.37           16513.0      
     AL042009         CLAUDETTE         803190.34         114741.48          59538.41           46.15               0         
     AL052009           DANNY           1049964.68         95451.33          27119.27           65.38               0         
     AL062009           ERIKA           996033.17          90548.47          20045.84           59.78               0         
     AL072009            FRED           5561965.87         118339.7          35506.17           291.65           1021.02      
     AL082009           EIGHT           787645.23         131274.21          22601.98           43.56               0         
     AL092009           GRACE           5393243.01        149812.31          49767.13           211.68              0         
     AL102009           HENRI           2518572.58        114480.57          35011.64           129.58              0         
     AL112009            IDA            2665549.02         88851.63          37559.31           206.64            1237.0      
     AL012010            ALEX           2499574.95         80631.45          21750.26           210.46           3023.78      
     AL022010            TWO            1412743.84        117728.65          37256.4            70.91               0         
     AL032010           BONNIE          1995960.76        117409.46          37069.01           95.36               0         
     AL042010           COLIN           3826094.11        159420.59          55201.02           148.13              0         
     AL052010            FIVE           2298019.51         74129.66          28414.19           188.99              0         
     AL062010          DANIELLE         9249410.58        184988.21          79322.56           314.82           10072.73     
     AL072010            EARL           9977345.35        184765.65          56644.35           340.56           12959.07     
     AL082010           FIONA           4266553.75        185502.34          45268.36           143.98              0         
     AL092010           GASTON          3911305.66        134872.61          34180.14           180.83              0         
     AL102010          HERMINE          2474799.97        112490.91          32442.86           144.06              0         
     AL112010            IGOR           8774939.94         146249.0          70531.03           388.98           16081.03     
     AL122010           JULIA           6411974.62        128239.49          42862.31           311.99           2042.04      
     AL132010            KARL           2086145.89         99340.28          24957.29           153.34            981.75      
     AL142010            LISA           2192946.74         59268.83          19165.16           234.54            235.62      
     AL152010          MATTHEW          2054431.55         136962.1          34938.1            88.78               0         
     AL162010           NICOLE          1111434.64        101039.51          27737.65           77.83               0         
     AL172010            OTTO           6571848.77        142866.28          77131.3            279.78           1374.45      
     AL182010           PAULA           1748259.92         87413.0           25725.05           126.83            844.3       
     AL192010          RICHARD          1927367.6          68834.56          21223.89           173.51            510.51      
     AL202010           SHARY           2089420.99        261177.62          69989.5            63.73               0         
     AL212010           TOMAS           6805976.06        128414.64          65734.97           339.45           1413.72      
     AL012011           ARLENE          692038.52          57669.88          55522.15           83.93               0         
     AL022011            BRET           2877355.15        102762.68          45803.42           182.67              0         
     AL032011           CINDY           3275552.51        272962.71          60048.56           78.77               0         
     AL042011            DON            1437913.01        110608.69          60048.56            79.1               0         
     AL052011           EMILY           3033203.02        131878.39          31633.41           139.47              0         
     AL062011          FRANKLIN         2801766.24        200126.16          46903.93           88.12               0         
     AL072011            GERT           3124086.23        173560.35          59723.7            112.14              0         
     AL082011           HARVEY          1683296.3         105206.02          59723.7            99.35               0         
     AL092011           IRENE           5731546.47        136465.39          59518.46           255.3            13980.09     
     AL102011            TEN            697201.11          87150.14          53590.48           45.47               0         
     AL112011            JOSE           1719705.5         143308.79          43338.55           74.28               0         
     AL122011           KATIA          12495030.51        198333.82          98027.07           406.5            12959.07     
     AL202011          UNNAMED          870251.15          66942.4           73010.99           87.36               0         
     AL132011            LEE            1372010.37         65333.83          34870.42           123.66              0         
     AL142011           MARIA           7005294.45        170860.84          90351.01           263.04              0         
     AL152011            NATE           857696.32          38986.2           18282.63           137.67              0         
     AL162011          OPHELIA          8202921.82        141429.69          70289.72           377.86           3141.59      
     AL172011          PHILIPPE         7692323.09        120192.55          70289.72           414.84           2042.04      
     AL182011            RINA           1633647.06         54454.9           67734.91           192.76           1433.35      
     AL192011            SEAN           2845884.58        105403.13          58819.33           160.09              0         
     AL012012          ALBERTO          1917995.31        100947.12          58819.33           121.22              0         
     AL022012           BERYL           4163355.23        130104.85          63118.59           209.13              0         
     AL032012           CHRIS           5163744.86        172124.83          63118.59           191.68            785.4       
     AL042012           DEBBY           964088.99          56711.12          19490.43           103.37              0         
     AL052012          ERNESTO          5554614.35        146174.06          41227.5            240.37           1099.56      
     AL062012          FLORENCE         3291420.58        164571.03          39653.19           126.07              0         
     AL072012           HELENE          6381656.76        172477.21          45175.25           225.33              0         
     AL082012           GORDON          4245458.44        169818.34          38823.01           160.59           2042.04      
     AL092012           ISAAC           6503127.06        130062.54          35903.22           306.09              0         
     AL102012           JOYCE           1665293.26         151390.3          30088.14           71.67               0         
     AL112012            KIRK           4042349.29        192492.82          80079.89           141.19            608.68      
     AL122012           LESLIE          7911410.39         134091.7          81488.32           380.05           2120.58      
     AL132012          MICHAEL          3608389.99         88009.51          81488.32           266.7            1119.19      
     AL142012           NADINE          9585332.73        100898.24          56395.38           589.73           2277.65      
     AL152012           OSCAR           1568598.92        130716.58          35945.33            85.4               0         
     AL162012           PATTY           164081.58          16408.16          31053.93           66.65               0         
     AL172012           RAFAEL          10225712.1        185922.04          72533.99           330.36           6204.65      
     AL182012           SANDY           4308679.3          97924.53          41459.7            280.7            41783.18     
     AL192012            TONY           2945979.69        155051.56          40554.46           119.47              0         
     AL012013           ANDREA          2805182.92         215783.3          64376.64           84.24               0         
     AL022013           BARRY           1952569.05         88753.14          60123.1            144.41              0         
     AL032013          CHANTAL          3348856.72        279071.39          51183.99           77.22               0         
     AL042013           DORIAN          7473692.95        149473.86          50681.53           309.85              0         
     AL052013            ERIN           2285512.11        120290.11          27504.67           110.83              0         
     AL062013          FERNAND          469534.73          78255.79          17318.45            44.1               0         
     AL072013         GABRIELLE         2908437.63         83098.22          35882.17           224.65              0         
     AL082013           EIGHT           196912.99          65637.66          35882.17           15.47               0         
     AL092013          HUMBERTO         4365872.79         97019.4           25767.73           283.36           2984.51      
     AL102013           INGRID          1257779.79         59894.28          15585.36           135.84           1021.02      
     AL112013           JERRY           3112915.94         97278.62          27580.59           200.22              0         
     AL122013           KAREN           900430.58          69263.89          27474.5            71.32               0         
     AL132013          LORENZO          1394665.71         69733.29          18015.55           117.58              0         
     AL142013          MELISSA          4525493.35        181019.73          56499.12           153.93              0         
     AL152013          UNNAMED          1043681.08         69578.74          37042.97           82.88               0         
     AL012014           ARTHUR          5174107.36        112480.59          51142.62           291.66            6008.3      
     AL022014            TWO            2893816.53        180863.53          50750.43           106.09              0         
     AL032014           BERTHA         10585340.14        230116.09          88638.95           290.58              0         
     AL042014         CRISTOBAL         7300348.94        192114.45          88514.5            237.75           7068.58      
     AL052014           DOLLY           1147635.95         95636.33          24237.91           71.42               0         
     AL062014          EDOUARD          6616411.61        143835.04          47203.65           285.39           8246.68      
     AL072014            FAY            1890450.02        145419.23          45123.54           88.82             628.32      
     AL082014          GONZALO          6436243.05        169374.82          85989.55           249.57           13665.93     
     AL092014           HANNA           2692408.05         74789.11          85736.17           217.38              0         
     AL012015            ANA            2418398.1          89570.3           65388.13           167.48              0         
     AL022015            BILL           2457240.05        117011.43          65388.13           117.66              0         
     AL032015         CLAUDETTE         2143557.29        153111.24          38348.31           93.15               0         
     AL042015           DANNY           3584179.31        119472.64          26867.99           193.19            510.51      
     AL052015           ERIKA           2555182.79        170345.52          32412.96           93.52               0         
     AL062015            FRED           3223907.97         107463.6          31904.35           188.03            510.51      
     AL072015           GRACE           2540088.95        158755.56          30697.79           101.48              0         
     AL082015           HENRI           685535.34          57127.95          27008.45           89.33               0         
     AL092015            NINE           1345888.51         74771.58          26591.83           115.56              0         
     AL102015            IDA            4346928.98         86938.58          26971.26           301.95              0         
     AL112015          JOAQUIN          8321533.84        110953.78          59390.74           464.56           7107.85      
     AL122015            KATE           4211485.27        221657.12          79108.91           125.96              0         
     AL012016            ALEX           8864644.49        216210.84          78881.23           265.67           4790.93      
     AL022016           BONNIE          6232974.75        113326.81          54644.0            337.53              0         
     AL032016           COLIN           3794786.11        271056.15          81103.05           93.63               0         
     AL042016          DANIELLE         828782.03          75343.82          55552.64           68.43               0         
     AL052016            EARL           2188544.38        115186.55          30280.66           120.74            628.32      
     AL062016           FIONA           3990187.19        133006.24          31006.72           182.71              0         
     AL072016           GASTON          7515454.99        144527.98          39074.54           330.86           7775.44      
     AL082016           EIGHT           1519801.32         75990.07          27939.34           130.09              0         
     AL092016          HERMINE          4100334.53         89137.71          38990.71           276.99           3220.13      
     AL102016            IAN            4706377.82        235318.89          98588.83           129.72              0         
     AL112016           JULIA           2054338.48         64198.08          98588.83           193.41              0         
     AL122016            KARL           8498509.09        160349.23          101392.7           344.97              0         
     AL132016            LISA           2846340.4          98149.67          101392.7           189.62              0         
     AL142016          MATTHEW          4827908.3          98528.74          27287.9            303.17           5595.96      
     AL152016           NICOLE          6498169.81        104809.19          74165.46           394.66           17907.08     
     AL162016            OTTO           2251747.99         60858.05          37451.18           242.74            706.86      
     AL012017           ARLENE          3767701.52         144911.6          50793.4            149.93              0         
     AL022017            BRET           1479749.35        184968.67          48611.9            57.03               0         
     AL032017           CINDY           2785547.52        146607.76          88815.79           111.59              0         
     AL042017          UNNAMED          1547216.32        193402.04          88815.79           53.72               0         
     AL052017            DON            1036438.76        172739.79          34095.24           45.63               0         
     AL062017           EMILY           916763.76          91676.38          30982.56           65.09               0         
     AL072017          FRANKLIN         1919171.94        112892.47          26436.95           118.63              0         
     AL082017            GERT           4982086.83        184521.73          64737.55           177.17           1806.42      
     AL092017           HARVEY          8058044.86        110384.18          40826.13           457.68           2258.02      
     AL112017            IRMA           7696590.53        118409.09          28569.89           398.48           9346.24      
     AL122017            JOSE           7804952.9          92916.11          31310.96           515.2            5124.72      
     AL132017           KATIA           672149.39          39538.2           13337.03           123.55            844.3       
     AL142017            LEE            7748812.1         124980.84          88445.4            398.82           2395.46      
     AL152017           MARIA           9061756.84         135250.1          88445.4            418.59           19085.18     
     AL162017            NATE           5939280.06        191589.68          64867.91           209.13              0         
     AL172017          OPHELIA          6263964.38        136173.14          84177.0            297.72           7068.58      
     AL182017          PHILIPPE         698472.82         116412.14          38622.5            37.31               0         
     AL192017            RINA           2422072.16        121103.61          37597.73           132.21              0         

This is storm data analysis for Northeast and North Central Pacific
     Storm_ID            name            distance     storm propagation  max propagation     storm energy    max surface area 
     EP011949          UNNAMED          409855.94          68309.32          17510.93            36.0               0         
     EP021949          UNNAMED          1928457.86         80352.41          16114.2            144.0               0         
     EP031949          UNNAMED          1741526.3          72563.6           28332.56           144.0               0         
     EP041949          UNNAMED          654948.49          81868.56          23095.77            48.0               0         
     EP051949          UNNAMED           905381.7         113172.71          27807.42            48.0               0         
     EP061949          UNNAMED          782261.27         130376.88          38350.67           77.09               0         
     EP011950          UNNAMED          1362801.85         68140.09          38350.67           120.0               0         
     EP021950          UNNAMED          1000308.77         83359.06          16570.42            72.0               0         
     EP031950          UNNAMED          1130308.4          94192.37          19708.84            72.0               0         
     CP011950            HIKI           4043030.56        106395.54          28014.88           269.09              0         
     EP041950          UNNAMED          259946.73          64986.68          22314.35           19.03               0         
     EP051950          UNNAMED          1248294.81         78018.43          19075.21            96.0               0         
     EP061950          UNNAMED          481564.65          60195.58          17869.9             48.0               0         
     EP011951          UNNAMED          907200.54          64800.04          14861.18            84.0               0         
     EP021951          UNNAMED          695904.82         173976.21          34789.59            24.0               0         
     EP031951          UNNAMED          324927.63          81231.91          22907.73            24.0               0         
     EP041951          UNNAMED          395211.31          98802.83          18447.71            24.0               0         
     EP051951          UNNAMED          3884646.32        138737.37          35634.43           168.0               0         
     EP061951          UNNAMED          2746683.55        137334.18          46596.84           115.03              0         
     EP071951          UNNAMED          936856.57          58553.54          14756.64            96.0               0         
     EP081951          UNNAMED          2199479.35        109973.97          25533.02           120.0               0         
     EP091951          UNNAMED          1307470.58        108955.88          24548.86            72.0               0         
     EP011952          UNNAMED          714707.72          89338.47          16671.02            48.0               0         
     EP021952          UNNAMED          1131062.32         70691.4           16441.93            96.0               0         
     EP031952          UNNAMED          761800.16          95225.02          20338.7             48.0               0         
     EP041952          UNNAMED          1141263.16         95105.26          28584.03            72.0               0         
     EP051952          UNNAMED          2263265.92         80830.93          28584.03           163.3               0         
     EP061952          UNNAMED          485003.21          60625.4           14112.67            48.0               0         
     EP071952          UNNAMED           726044.2          90755.53          19562.34            48.0               0         
