
This is storm data analysis for Atlantic
     Storm_ID            name            distance     storm propagation  max propagation     storm energy    max surface area 
     AL081927          UNNAMED          1806830.64        164257.33          49919.6            71.86               0         
     AL011928          UNNAMED          4324445.04         96098.78          32945.26           284.68              0         
     AL021928          UNNAMED          4644173.36        113272.52          27207.52           247.72              0         
     AL031928          UNNAMED          2993839.46        106922.84          30104.87           178.23              0         
     AL041928          UNNAMED          9432871.48        154637.24          37135.38           376.89              0         
     AL051928          UNNAMED          4619409.01        243126.79          55060.29           121.01              0         
     AL061928          UNNAMED          3317598.98         157980.9          54270.92           133.91              0         
     AL011929          UNNAMED          2217461.7         158390.12          52003.5            90.25               0         
     AL021929          UNNAMED          5684814.15         86133.55          52003.5            406.54              0         
     AL031929          UNNAMED          2764473.43         145498.6          68008.88           119.86              0         
     AL041929          UNNAMED          2444514.55        116405.45          68008.88           123.9               0         
     AL051929          UNNAMED          2265313.56        161808.11          39386.21           97.15               0         
     AL011930          UNNAMED          6330397.81        129191.79          89310.46           293.17              0         
     AL021930          UNNAMED         10138739.24        126734.24          38383.62           502.14              0         
     AL031930          UNNAMED          461767.58          41978.87          37493.86           74.02               0         
     AL011931          UNNAMED          1689851.63         93880.65          26920.15           108.51              0         
     AL021931          UNNAMED          2797470.66        111898.83          27738.01           149.09              0         
     AL031931          UNNAMED          4057749.25         122962.1          38863.41           208.91              0         
     AL041931          UNNAMED          2150624.54        107531.23          26115.4            123.15              0         
     AL051931          UNNAMED          1205085.61         100423.8          26243.3            78.65               0         
     AL061931          UNNAMED          4158380.3         154014.09          33420.54           170.97              0         
     AL071931          UNNAMED          4827723.92        150866.37          31225.25           209.8               0         
     AL081931          UNNAMED          3100636.59        129193.19          49065.31           160.88              0         
     AL091931          UNNAMED          1470998.83        122583.24          49065.31            76.5               0         
     AL101931          UNNAMED          3866509.81        227441.75          53255.39           116.22              0         
     AL111931          UNNAMED          519344.36          30549.67          40308.88           103.12              0         
     AL121931          UNNAMED          1725329.96         82158.57          32861.15           126.51              0         
     AL131931          UNNAMED          1560837.84        111488.42          33816.2            85.09               0         
     AL011932          UNNAMED          2628763.93        119489.27          35689.12           140.51              0         
     AL021932          UNNAMED          1721385.06        107586.57          35689.12           106.91              0         
     AL031932          UNNAMED          4857485.57        127828.57          64293.08           244.96              0         
     AL041932          UNNAMED         10453967.24        145193.99          63638.26           440.08              0         
     AL051932          UNNAMED          1350058.55         90003.9           25921.47           85.52               0         
     AL061932          UNNAMED          5254657.64        142017.77          83633.44           227.65              0         
     AL071932          UNNAMED          6042493.24         140523.1          74403.65           265.15              0         
     AL081932          UNNAMED          2472471.71        154529.48          56145.22           95.89               0         
     AL091932          UNNAMED          3839774.3         127992.48          30006.31           179.5               0         
     AL101932          UNNAMED          551140.68          61237.85          28365.35           54.98               0         
     AL111932          UNNAMED          3692898.86         80280.41          29846.63           287.24              0         
     AL121932          UNNAMED          2484148.63        146126.39          71796.07           109.85              0         
     AL131932          UNNAMED          1838524.25        153210.35          71796.07           73.02               0         
     AL141932          UNNAMED          8198595.95        132235.42          66806.59           390.63              0         
     AL151932          UNNAMED          4273929.31        142464.31          60541.64           193.09              0         
     AL011933          UNNAMED          2115962.81        100760.13          53326.19           122.98              0         
     AL021933          UNNAMED          6763076.18        130059.16          27826.92           327.03              0         
     AL031933          UNNAMED          5695806.24        105477.89          32106.99           333.73              0         
     AL041933          UNNAMED          1257014.18        125701.42          36321.33           69.75               0         
     AL051933          UNNAMED          5003682.51        100073.65          36321.33           317.14              0         
     AL061933          UNNAMED          9158395.7         150137.63          43889.36           376.16              0         
     AL071933          UNNAMED          2884353.32         96145.11          43814.79           181.06              0         
     AL081933          UNNAMED          7973615.65        135146.03          31596.12           375.89              0         
     AL091933          UNNAMED          4666056.08        141395.64          50507.01           208.73              0         
     AL101933          UNNAMED          890939.53          68533.81          42323.43           81.15               0         
     AL111933          UNNAMED          3548651.92        110895.37          34282.7            184.79              0         
     AL121933          UNNAMED          7476056.18        126712.82          46570.2            367.42              0         
     AL131933          UNNAMED          1708166.94         77643.95          26411.24           153.61              0         
     AL141933          UNNAMED          4710947.61        127322.91          31163.05           247.45              0         
     AL151933          UNNAMED          2971290.07        185705.63          38519.3            98.26               0         
     AL161933          UNNAMED          1454925.63         96995.04          36698.13           92.28               0         
     AL171933          UNNAMED          4536677.61        141771.18          60604.82           202.68              0         
     AL181933          UNNAMED          3614854.95         66941.76          60604.82           340.96              0         
     AL191933          UNNAMED          2944640.16        154981.06          50614.04           120.63              0         
     AL201933          UNNAMED          596363.44          85194.78          25512.27           46.86               0         
     AL011934          UNNAMED          7394220.29        105631.72          55107.17           445.96              0         
     AL021934          UNNAMED          3615462.3         180773.12          55107.17           137.14              0         
     AL031934          UNNAMED          2471543.11        130081.22          35919.46           127.25              0         
     AL041934          UNNAMED          1390226.5         139022.65          27122.93           57.78               0         
     AL051934          UNNAMED          1634256.05         62856.0           22031.32           154.44              0         
     AL061934          UNNAMED          1402900.58        100207.18          29638.9            80.98               0         
     AL071934          UNNAMED          3257288.55        141621.24          46942.55           135.92              0         
     AL081934          UNNAMED          3405150.91        121612.53          46942.55           164.98              0         
     AL091934          UNNAMED          4485538.86        154673.75          36009.0            188.0               0         
     AL101934          UNNAMED          1438555.26        130777.75          34572.5            60.75               0         
     AL111934          UNNAMED          1538645.36         69938.43          17884.36           140.6               0         
     AL121934          UNNAMED          2669293.69        166830.86          43062.33           98.28               0         
     AL131934          UNNAMED          3647301.56         88958.57          43062.33           244.9               0         
     AL011935          UNNAMED          2495340.33        155958.77          45357.02           99.64               0         
     AL021935          UNNAMED          5514193.52        131290.32          55133.54           265.83              0         
     AL031935          UNNAMED          8115381.47        159125.13          81687.86           335.3               0         
     AL041935          UNNAMED          1304863.61         93204.54          25658.03           90.93               0         
     AL051935          UNNAMED          5548748.2         146019.69          64997.85           249.19              0         
     AL061935          UNNAMED          2704729.56         77277.99          43662.24           223.43              0         
     AL071935          UNNAMED          3533203.9          92979.05          25915.81           225.6               0         
     AL081935          UNNAMED          3444197.61         78277.22          24092.89           266.04              0         
     AL011936          UNNAMED          3399103.45         154504.7          52415.62           138.48              0         
     AL021936          UNNAMED          1025092.9          85424.41          49561.54           74.04               0         
     AL031936          UNNAMED          446204.87          63743.55          14701.19            45.7               0         
     AL041936          UNNAMED          1145977.73        127330.86          31350.0            59.06               0         
     AL051936          UNNAMED          1770876.44         76994.63          17770.76           148.54              0         
     AL061936          UNNAMED          5285114.78        176170.49          78870.34           185.26              0         
     AL071936          UNNAMED          1432652.9          71632.64          78870.34           121.55              0         
     AL081936          UNNAMED          1513060.88         79634.78          19526.18           119.85              0         
     AL091936          UNNAMED          1519427.27        116879.02          30352.41           84.07               0         
     AL101936          UNNAMED          8656235.31        180338.24          77567.43           303.57              0         
     AL111936          UNNAMED          1421663.33        118471.94          64210.38           89.23               0         
     AL121936          UNNAMED          563228.03         140807.01          26083.73           21.78               0         
     AL131936          UNNAMED          8425191.72        120359.88          59197.06           429.0               0         
     AL141936          UNNAMED          1377930.15         65615.72          21951.88           131.47              0         
     AL151936          UNNAMED          4134683.78        153136.44          87063.43           177.75              0         
     AL161936          UNNAMED          527250.56          65906.32          87063.43           43.25               0         
     AL171936          UNNAMED          6672147.5         123558.29          89978.57           331.6               0         
     AL011937          UNNAMED          3218043.14        160902.16          89978.57           137.67              0         
     AL021937          UNNAMED          3070946.52        113738.76          36639.97           170.51              0         
     AL031937          UNNAMED          3859933.6          101577.2          23331.07           227.44              0         
     AL041937          UNNAMED          3596982.94        156390.56          50705.17           138.06              0         
     AL051937          UNNAMED          1669142.44         208642.8          66224.19           56.98               0         
     AL061937          UNNAMED          5248628.27        174954.28          66224.19           190.9               0         
     AL071937          UNNAMED          1572038.56         71456.3           52186.12           126.66              0         
     AL081937          UNNAMED          6439688.27        195142.07          74541.58           189.44              0         
     AL091937          UNNAMED          5663545.5         209760.94          60599.38           176.24              0         
     AL101937          UNNAMED          1153898.24        115389.82          30918.3            56.23               0         
     AL111937          UNNAMED          1299187.4         129918.74          30063.04           61.59               0         
     AL011938          UNNAMED          2722627.98        129648.95          35691.15           126.93              0         
     AL021938          UNNAMED          1152784.37        192130.73          40313.18           28.33               0         
     AL031938          UNNAMED          4752282.24        206620.97          56204.65           142.47              0         
     AL041938          UNNAMED          3033103.05        131874.05          37495.15           139.68              0         
     AL051938          UNNAMED          2356635.08        130924.17          24707.96           113.67              0         
     AL061938          UNNAMED          8894464.84        158829.73          75895.59           349.14              0         
     AL071938          UNNAMED          2924662.34        100850.43          38462.51           180.66              0         
     AL081938          UNNAMED          2225547.42        123641.52          36317.21           113.67              0         
     AL091938          UNNAMED          1484290.47        106020.75          25612.62           75.36               0         
     AL011939          UNNAMED          3019525.91        111834.29          39429.73           162.87              0         
     AL021939          UNNAMED          4568536.45         93235.44          49155.68           304.72              0         
     AL031939          UNNAMED          3267416.59        142061.59          57962.3            144.36              0         
     AL041939          UNNAMED          1729504.79         96083.6           57962.3            105.72              0         
     AL051939          UNNAMED          4689172.79        161695.61          80046.6            199.24              0         
     AL061939          UNNAMED          3705130.43         97503.43          82474.93           249.41              0         
     AL011940          UNNAMED          2929983.11         94515.58          82474.93           181.15              0         
     AL021940          UNNAMED          1825302.67         60843.42          32470.97           186.73              0         
     AL031940          UNNAMED          3435052.47         92839.26          34654.63           222.25              0         
     AL041940          UNNAMED          3372340.61        102192.14          41015.05           208.94              0         
     AL051940          UNNAMED          7380696.12         153764.5          62149.68           299.73              0         
     AL061940          UNNAMED          3161395.13        112906.97          62149.68           173.01              0         
     AL071940          UNNAMED          3880361.15        149244.66          63838.46           150.96              0         
     AL081940          UNNAMED          809535.89          44974.22          15656.22           114.59              0         
     AL091940          UNNAMED          4321588.1         216079.41         108282.79           125.87              0         
     AL011941          UNNAMED          1047868.78         49898.51          24621.63           128.56              0         
     AL021941          UNNAMED          5793253.58        148544.96          77444.74           259.82              0         
     AL031941          UNNAMED          2775777.43         89541.21          50599.36           191.19              0         
     AL041941          UNNAMED          3988247.86        142437.42          28898.77           175.89              0         
     AL051941          UNNAMED          6263558.18        145664.14          52715.38           270.3               0         
     AL061941          UNNAMED          2340785.65         80716.75          52715.38           175.95              0         
     AL011942          UNNAMED          1626152.55        147832.05          31060.27           72.35               0         
     AL021942          UNNAMED          2977448.05        119097.92          64658.76           153.4               0         
     AL031942          UNNAMED          3787405.12         102362.3          64658.76           232.28              0         
     AL041942          UNNAMED          3000122.97         78950.6           33394.72           216.13              0         
     AL051942          UNNAMED          3519512.42        113532.66          34104.22           182.98              0         
     AL061942          UNNAMED          2751251.2         105817.35          43952.75           157.73              0         
     AL071942          UNNAMED          998742.47          83228.54          43952.75           71.51               0         
     AL081942          UNNAMED          3637282.67        173203.94          48489.7            143.3               0         
     AL091942          UNNAMED          893857.04          81259.73          39385.09           65.51               0         
     AL101942          UNNAMED          2408245.76        114678.37          27161.64           131.26              0         
     AL111942          UNNAMED          2689145.06         99597.97          26969.86           170.61              0         
     AL011943          UNNAMED          1234638.45         72625.79          24632.3            107.97              0         
     AL021943          UNNAMED          3392006.46        135680.26          42820.3            150.12              0         
     AL031943          UNNAMED          5653455.36        171316.83          79148.43           200.55              0         
     AL041943          UNNAMED          3313607.81         94674.51          66224.77           208.5               0         
     AL051943          UNNAMED          3935271.39        231486.55          75034.78           107.26              0         
     AL061943          UNNAMED          1052767.9          55408.84          75034.78           114.45              0         
     AL071943          UNNAMED          1885444.09        125696.27          28441.83           89.08               0         
     AL081943          UNNAMED          3644917.42        364491.74         101487.68           53.72               0         
     AL091943          UNNAMED          3178873.0         132453.04         101487.68           151.21              0         
     AL101943          UNNAMED          1644583.05         65783.32          63324.41           156.65              0         
     AL011944          UNNAMED          4216421.75        156163.77          69398.82           173.52              0         
     AL021944          UNNAMED          2723672.97        194548.07          67870.03           82.67               0         
     AL031944          UNNAMED          3111090.1          155554.5          42226.2            123.54              0         
     AL041944          UNNAMED          4284652.11        138214.58          30243.97           182.16              0         
     AL051944          UNNAMED          1639417.37         86285.12          20937.18           121.01              0         
     AL061944          UNNAMED          1175943.9          97995.32          33523.0            79.19               0         
     AL071944          UNNAMED          5691531.48        183597.79          78754.61           187.81              0         
     AL081944          UNNAMED          1411885.31        108606.56          76243.84           85.29               0         
     AL091944          UNNAMED          6820488.59        243588.88          73528.76           174.81              0         
     AL101944          UNNAMED          1514278.06        126189.84          65069.73           71.51               0         
     AL111944          UNNAMED          826073.39          68839.45          38264.76           70.75               0         
     AL121944          UNNAMED          2423821.29        127569.54          57421.98           127.47              0         
     AL131944          UNNAMED          7078539.29        141570.79          70861.09           313.07              0         
     AL141944          UNNAMED          246050.17          22368.2           47870.5            69.58               0         
     AL011945          UNNAMED          7208437.91        124283.41          54055.66           355.41              0         
     AL021945          UNNAMED          773134.95          64427.91          21194.66           70.78               0         
     AL031945          UNNAMED          1508932.77        137175.71          27224.65           69.03               0         
     AL041945          UNNAMED          2540341.31        181452.95          34736.44           84.48               0         
     AL051945          UNNAMED          1422894.35         61864.97          27801.79           135.3               0         
     AL061945          UNNAMED          1515863.11        108275.94          23659.74           85.29               0         
     AL071945          UNNAMED          1818672.95        151556.08          40519.12           67.85               0         
     AL081945          UNNAMED          2368078.45        182159.88          42966.14           72.62               0         
     AL091945          UNNAMED          6761334.46        177929.85          76043.92           224.81              0         
     AL101945          UNNAMED          3016490.27        143642.39          40081.03           128.62              0         
     AL111945          UNNAMED          5862901.35        234516.05          77544.96           160.46              0         
     AL011946          UNNAMED           885717.3          68132.1           42636.31           78.22               0         
     AL021946          UNNAMED          3119302.13        135621.83          35190.38           146.64              0         
     AL031946          UNNAMED          593479.73         118695.95          34064.79           27.78               0         
     AL041946          UNNAMED          5347003.33        213880.13          67557.95           156.86              0         
     AL051946          UNNAMED          1723295.6          90699.77          54733.73           128.78              0         
     AL061946          UNNAMED          5201968.04         136893.9          51056.46           233.93              0         
     AL071946          UNNAMED          1432146.82        119345.57          36955.03           68.83               0         
     AL011947          UNNAMED          933142.33         103682.48          28329.64           57.77               0         
     AL021947          UNNAMED          2836301.99         94543.4           28033.27           197.58              0         
     AL031947          UNNAMED          2573721.79         67729.52          22185.93           229.07              0         
     AL041947          UNNAMED          9149208.26        127072.34          39812.78           439.2               0         
     AL051947          UNNAMED          591619.84          65735.54          39812.78           61.95               0         
     AL061947          UNNAMED          3191492.24         122749.7          60234.97           159.81              0         
     AL071947          UNNAMED          1952527.72        130168.51          60234.97           95.57               0         
     AL081947          UNNAMED          966766.64          80563.89          23591.32           75.15               0         
     AL091947          UNNAMED          3612359.81        103210.28          31814.78           225.73              0         
     AL101947          UNNAMED          3987145.91        189864.09          72516.71           142.38              0         
     AL011948          UNNAMED          2338642.33         86616.38          72516.71           162.51              0         
     AL021948          UNNAMED          1012160.68         59538.86          22534.36           94.38               0         
     AL031948          UNNAMED          7452827.49        173321.57          64381.7            251.24              0         
     AL041948          UNNAMED           943815.9         104868.43          51922.72           43.86               0         
     AL051948          UNNAMED          1985027.06         94525.1           26440.84           132.57              0         
     AL061948          UNNAMED         11076399.18        208988.66          81456.49           334.13              0         
     AL071948          UNNAMED          1845244.47        141941.88          72238.54           77.87               0         
     AL081948          UNNAMED          5497732.34        157078.07          82284.3            221.93              0         
     AL091948          UNNAMED          8380133.05        152366.06          88821.25           351.96              0         
     AL101948          UNNAMED          1842161.13        184216.11          88821.25           61.28               0         
     AL011949          UNNAMED          8281264.86        230035.14          95080.1            213.5               0         
     AL021949          UNNAMED          8938233.11        229185.46         110244.47           242.76              0         
     AL031949          UNNAMED          1384967.69        106535.98          23452.49           78.49               0         
     AL041949          UNNAMED          5223600.63        153635.31          85876.59           224.49              0         
     AL051949          UNNAMED          1303417.02         130341.7          43355.18           55.14               0         
     AL061949          UNNAMED          4991786.74         108517.1          52366.75           278.81              0         
     AL071949          UNNAMED          1104501.26         84961.64          29659.85           72.03               0         
     AL081949          UNNAMED          1617241.41        107816.09          23127.45           90.12               0         
     AL091949          UNNAMED          1392773.73         53568.22          23174.44           158.44              0         
     AL101949          UNNAMED          1153087.66        115308.77          26465.12           64.25               0         
     AL111949          UNNAMED          3800323.74         95008.09          45078.74           250.68              0         
     AL121949          UNNAMED          2589317.26        129465.86          41066.56           120.12              0         
     AL131949          UNNAMED          4548448.48         133777.9          79229.04           213.66              0         
     AL141949          UNNAMED          2331961.26        145747.58          79229.04           98.34               0         
     AL151949          UNNAMED          4442366.16        246798.12          101760.0           107.51              0         
     AL161949          UNNAMED          502137.21          62767.15          101760.0           48.81               0         
     AL011950            ABLE           7483311.49        149666.23          57009.81           307.22              0         
     AL021950           BAKER           5542691.4          93943.92          42768.58           372.87              0         
     AL031950          CHARLIE          7061877.44        117697.96          89499.05           370.3               0         
     AL041950            DOG            9652648.77        132228.07          89499.05           437.14              0         
     AL051950            EASY           2604816.12         68547.79          32079.26           228.2               0         
     AL061950            FOX            5324359.89        143901.62          89409.23           232.85              0         
     AL071950           GEORGE          7392329.31        180300.71          88226.61           258.46              0         
     AL081950            HOW            1138283.98         81306.0           73153.2            83.75               0         
     AL091950            ITEM           854901.27          56993.42          16504.89           98.28               0         
     AL101950            JIG            4481583.32        172368.59          57640.24           168.1               0         
     AL111950            KING           2523815.13         84127.17          55640.01           195.09              0         
     AL121950          UNNAMED          3838560.12         127952.0          38088.39           178.49              0         
     AL131950            LOVE           1806744.11         90337.21          32511.24           123.76              0         
     AL141950            MIKE           1252510.54         96346.96          27561.26           82.12               0         
     AL151950          UNNAMED          876153.97          97350.44          23359.78           53.51               0         
     AL161950          UNNAMED          917630.21         101958.91          27955.9            50.66               0         
     AL011951          UNNAMED          5668234.28        141705.86          58241.19           237.69              0         
     AL021951            ABLE           3971438.96        113469.68          57085.94           221.74              0         
     AL031951           BAKER           2556204.4         182586.03          38856.72           97.87               0         
     AL041951          CHARLIE          6069528.43        119010.36          38856.72           324.54              0         
     AL051951            DOG            5847891.29        158051.12          36088.48           230.51              0         
     AL061951            EASY           9287772.31        171995.78          74162.8            343.88              0         
     AL071951            FOX            9182652.87        270078.03         104582.15           221.72              0         
     AL081951           GEORGE          653656.63          65365.66          79849.14           65.24               0         
     AL091951            HOW           11279641.39        216916.18          88287.72           333.3               0         
     AL101951            ITEM           994973.19          45226.05          43556.77           135.54              0         
     AL111951            JIG            1624741.84         85512.73          25894.86           117.44              0         
     AL121951          UNNAMED          4060603.13        116017.23          50503.77           203.22              0         
     AL011952          UNNAMED          3699057.63         308254.8          65157.0            91.48               0         
     AL021952            ABLE           9582482.76        147422.81          51698.35           401.94              0         
     AL031952          UNNAMED           735635.5          147127.1          38523.24           20.52               0         
     AL041952           BAKER           6428010.19        164820.77          76746.04           236.34              0         
     AL051952          UNNAMED          3543970.5         136306.56          53392.9            159.04              0         
     AL061952          CHARLIE          4310145.74        153933.78          52715.82           179.74              0         
     AL071952            DOG            1626929.83         65077.19          20746.44           153.37              0         
     AL081952          UNNAMED          1636247.7          81812.38          22050.06           124.12              0         
     AL091952            EASY           1033401.23         51670.06          21077.62           130.48              0         
     AL101952            FOX            3033205.86         86663.02          33165.93           228.1               0         
     AL111952          UNNAMED          2465614.94        102733.96          33165.93           147.64              0         
     AL011953           ALICE           3351286.31         64447.81          25821.84           322.92              0         
     AL021953          UNNAMED          2180250.36        128250.02          41342.41           115.4               0         
     AL031953          BARBARA          4125342.49         165013.7          71802.0            169.54              0         
     AL041953           CAROL           9666188.49        189533.11          57084.12           327.05              0         
     AL051953          UNNAMED          1128098.42         94008.2           46801.08           75.15               0         
     AL061953           DOLLY           5911538.71        173868.79          60254.2            209.39              0         
     AL071953            EDNA           7415634.6         274653.13          84809.98           173.77              0         
     AL081953          UNNAMED          1614087.46         73367.61          28652.75           134.75              0         
     AL091953          FLORENCE         2660676.98        147815.39          35961.98           116.36              0         
     AL101953            GAIL           4852683.68        121317.09          31738.91           245.77              0         
     AL111953          UNNAMED          4607877.87        255993.22         104908.63           121.24              0         
     AL121953           HAZEL           6913061.42        177257.99          76779.21           252.85              0         
     AL131953          UNNAMED          1391965.31         99426.09          24514.14           80.98               0         
     AL141953          UNNAMED          1095506.17        136938.27          26083.73           50.04               0         
     AL011954          UNNAMED          3459335.98        266102.77          90502.97           83.26               0         
     AL021954          UNNAMED          3226920.75        115247.17          59457.7            178.17              0         
     AL031954           ALICE           1382866.47        115238.87          38353.38           70.05               0         
     AL041954          UNNAMED          1313706.51         93836.18          21657.77           85.73               0         
     AL051954          BARBARA          785231.35          60402.41          19756.7            85.65               0         
     AL061954           CAROL           2996272.94        103319.76          57793.49           190.29              0         
     AL071954           DOLLY           5688031.25        334590.07          71369.06           110.07              0         
     AL081954            EDNA           5758289.04        143957.23         104925.65           260.32              0         
     AL091954          UNNAMED          1856732.46        265247.49          71864.3            44.28               0         
     AL101954          FLORENCE         463617.17          46361.72          71864.3            69.47               0         
     AL111954          UNNAMED          671385.19          67138.52          17144.74           59.75               0         
     AL121954           GILDA           2579812.44        112165.76          32772.53           137.49              0         
     AL131954          UNNAMED          5338214.29        113579.03         101321.17           302.73              0         
     AL141954           HAZEL           7052161.52        128221.12         111095.65           334.2               0         
     AL151954          UNNAMED          1454951.63         72747.58          28549.25           118.78              0         
     AL161954           ALICE           2006261.07         71652.18          24601.15           172.58              0         
     AL011955           BRENDA          969845.68          74603.51          21244.58           82.31               0         
     AL021955           CONNIE          6291094.2         131064.46          38271.22           300.76              0         
     AL031955           DIANE          10865502.29        164628.82          85836.39           413.63              0         
     AL041955           EDITH           6712599.71        113772.88          41639.42           368.89              0         
     AL051955          UNNAMED          1394458.78        107266.06          31379.2            78.51               0         
     AL061955           FLORA           5763429.2         192114.31          96113.38           194.68              0         
     AL071955           GLADYS           903108.8          69469.91          96113.38           89.76               0         
     AL081955            IONE          11853192.03        174311.65          89838.43           424.62              0         
     AL091955           HILDA           3588421.6          94432.15          26420.63           244.86              0         
     AL101955           JANET           5253527.36        134705.83          36534.12           248.37              0         
     AL111955          UNNAMED          4874610.17        232124.29          89578.63           131.26              0         
     AL121955          UNNAMED          1764084.02        103769.65          79546.94           107.27              0         
     AL131955           KATIE           2821559.5         148503.13          57066.79           135.31              0         
     AL011956          UNNAMED          1801200.19        128657.16          57066.79           88.01               0         
     AL021956            ANNA           740155.99          92519.5           22752.31           61.87               0         
     AL031956           BETSY           8444631.26        172339.41          49995.96           289.42              0         
     AL041956           CARLA           8339367.08         225388.3         104152.57           230.62              0         
     AL051956            DORA           741898.12          67445.28          18598.66           72.01               0         
     AL061956           ETHEL           780617.06          78061.71          22385.78           67.02               0         
     AL071956           FLOSSY          6501712.41        127484.56          49656.04           331.05              0         
     AL081956           GRETA           4878944.79        168239.48          80880.14           195.59              0         
     AL091956          UNNAMED          1487080.97        114390.84          80880.14           76.75               0         
     AL101956          UNNAMED          963711.99          87610.18          34881.21            61.8               0         
     AL111956          UNNAMED          2437651.57        128297.45          59298.64           121.85              0         
     AL121956          UNNAMED          492587.48          49258.75          59298.64           66.65               0         
     AL011957          UNNAMED          3765163.6         121456.89          45339.94           189.64              0         
     AL021957           AUDREY          2599520.71        136816.88          93141.97           132.69              0         
     AL031957           BERTHA          1109148.83         85319.14          93141.97           89.01               0         
     AL041957           CARRIE         11599708.49        123401.15          60127.4            581.15              0         
     AL051957           DEBBIE          1172290.69        130254.52          29818.95           49.25               0         
     AL061957           ESTHER          1451507.07        103679.08          30018.19            88.0               0         
     AL071957           FRIEDA          4252459.52        151873.55          42693.38           186.43              0         
     AL081957          UNNAMED          3538490.66        186236.35          51969.79           115.12              0         
     AL011958            ALMA           1102932.67        122548.07          43134.81           57.54               0         
     AL021958           BECKY           7942018.68        220611.63          75836.15           236.16              0         
     AL031958            CLEO           9510725.2          206754.9          75836.15           289.41              0         
     AL041958           DAISY           3904635.84        134642.62          55784.8            196.05              0         
     AL051958            ELLA           4708202.52        138476.54          55055.5            217.47              0         
     AL061958            FIFI           3533690.16        121851.38          38353.01           183.11              0         
     AL071958           GERDA           4576686.01        138687.45          53043.91           197.24              0         
     AL081958           HELENE          9974254.59        188193.48          76262.65           334.55              0         
     AL091958            ILSA           4279475.0          171179.0         107915.08           158.48              0         
     AL101958           JANICE          5932974.52        156130.91         107915.08           243.26              0         
     AL111958          UNNAMED          2798001.97        164588.35          68046.03           112.73              0         
     AL121958          UNNAMED          3026158.67        252179.89          81472.11           87.03               0         
     AL011959           ARLENE          2285586.76         99373.34          81472.11           142.99              0         
     AL021959           BEULAH           507630.0          36259.29          44799.53           83.78               0         
     AL031959          UNNAMED          4911852.04        258518.53         103811.38           118.09              0         
     AL041959           CINDY           3811218.46        112094.66          63075.37           216.71              0         
     AL051959           DEBRA           1413710.06         67319.53          57115.42           141.39              0         
     AL061959           EDITH           857950.58         171590.12          37581.31           33.77               0         
     AL071959           FLORA           3458391.07        216149.44          68453.38           113.91              0         
     AL081959           GRACIE          5046179.54        102983.26          68453.38           315.1               0         
     AL091959           HANNAH          8800797.63        195573.28          87999.95           289.89              0         
     AL101959           IRENE           1571548.74         130962.4          71091.66           69.56               0         
